delay,pdf_c9_mapped_timing,pdf_c3_mapped_timing,pdf_c2_mapped_timing,pdf_c7_mapped_timing,pdf_c1_mapped_timing,pdf_c4_mapped_timing,pdf_c5_mapped_timing,pdf_c8_mapped_timing,pdf_c6_mapped_timing
3.77400000E+00,0.09004755,0.00030986,0.00001694,0.04660703,0.00000605,0.00179702,0.00204690,0.12079290,0.01493637
3.77500000E+00,0.08990022,0.00030935,0.00001691,0.04652510,0.00000604,0.00179433,0.00204376,0.12059910,0.01491001
3.77600000E+00,0.08975312,0.00030884,0.00001688,0.04644332,0.00000603,0.00179164,0.00204062,0.12040570,0.01488370
3.77700000E+00,0.08960626,0.00030834,0.00001685,0.04636169,0.00000602,0.00178896,0.00203749,0.12021250,0.01485744
3.77800000E+00,0.08945964,0.00030783,0.00001682,0.04628022,0.00000601,0.00178628,0.00203437,0.12001960,0.01483124
3.77900000E+00,0.08931326,0.00030733,0.00001679,0.04619889,0.00000600,0.00178361,0.00203125,0.11982700,0.01480508
3.78000000E+00,0.08916711,0.00030683,0.00001676,0.04611771,0.00000599,0.00178095,0.00202814,0.11963470,0.01477898
3.78100000E+00,0.08902120,0.00030633,0.00001673,0.04603668,0.00000598,0.00177829,0.00202503,0.11944260,0.01475292
3.78200000E+00,0.08887553,0.00030583,0.00001670,0.04595581,0.00000597,0.00177563,0.00202193,0.11925090,0.01472692
3.78300000E+00,0.08873009,0.00030533,0.00001667,0.04587508,0.00000596,0.00177298,0.00201884,0.11905950,0.01470097
3.78400000E+00,0.08858489,0.00030483,0.00001664,0.04579450,0.00000595,0.00177033,0.00201575,0.11886830,0.01467507
3.78500000E+00,0.08843992,0.00030433,0.00001661,0.04571407,0.00000594,0.00176769,0.00201266,0.11867750,0.01464922
3.78600000E+00,0.08829519,0.00030383,0.00001658,0.04563379,0.00000593,0.00176505,0.00200958,0.11848690,0.01462343
3.78700000E+00,0.08815069,0.00030334,0.00001655,0.04555365,0.00000592,0.00176241,0.00200651,0.11829660,0.01459768
3.78800000E+00,0.08800643,0.00030284,0.00001652,0.04547367,0.00000591,0.00175978,0.00200344,0.11810660,0.01457198
3.78900000E+00,0.08786240,0.00030235,0.00001649,0.04539383,0.00000590,0.00175716,0.00200038,0.11791690,0.01454633
3.79000000E+00,0.08771860,0.00030185,0.00001646,0.04531414,0.00000589,0.00175454,0.00199732,0.11772750,0.01452074
3.79100000E+00,0.08757504,0.00030136,0.00001643,0.04523460,0.00000588,0.00175193,0.00199427,0.11753840,0.01449519
3.79200000E+00,0.08743171,0.00030087,0.00001640,0.04515520,0.00000587,0.00174931,0.00199123,0.11734960,0.01446970
3.79300000E+00,0.08728861,0.00030038,0.00001637,0.04507595,0.00000586,0.00174671,0.00198818,0.11716100,0.01444425
3.79400000E+00,0.08714575,0.00029989,0.00001634,0.04499685,0.00000585,0.00174411,0.00198515,0.11697280,0.01441885
3.79500000E+00,0.08700311,0.00029940,0.00001631,0.04491789,0.00000584,0.00174151,0.00198212,0.11678480,0.01439351
3.79600000E+00,0.08686071,0.00029891,0.00001628,0.04483908,0.00000583,0.00173892,0.00197910,0.11659710,0.01436821
3.79700000E+00,0.08671854,0.00029842,0.00001626,0.04476041,0.00000582,0.00173633,0.00197608,0.11640970,0.01434296
3.79800000E+00,0.08657660,0.00029794,0.00001623,0.04468189,0.00000581,0.00173375,0.00197307,0.11622260,0.01431777
3.79900000E+00,0.08643489,0.00029745,0.00001620,0.04460352,0.00000580,0.00173117,0.00197006,0.11603580,0.01429262
3.80000000E+00,0.08629341,0.00029697,0.00001617,0.04452529,0.00000579,0.00172859,0.00196706,0.11584930,0.01426752
3.80100000E+00,0.08615216,0.00029649,0.00001614,0.04444720,0.00000578,0.00172602,0.00196406,0.11566300,0.01424247
3.80200000E+00,0.08601114,0.00029600,0.00001611,0.04436926,0.00000577,0.00172346,0.00196107,0.11547710,0.01421747
3.80300000E+00,0.08587035,0.00029552,0.00001608,0.04429146,0.00000576,0.00172090,0.00195808,0.11529140,0.01419252
3.80400000E+00,0.08572978,0.00029504,0.00001605,0.04421381,0.00000575,0.00171834,0.00195510,0.11510600,0.01416761
3.80500000E+00,0.08558945,0.00029456,0.00001603,0.04413630,0.00000574,0.00171579,0.00195213,0.11492090,0.01414276
3.80600000E+00,0.08544934,0.00029408,0.00001600,0.04405893,0.00000573,0.00171325,0.00194916,0.11473600,0.01411795
3.80700000E+00,0.08530947,0.00029360,0.00001597,0.04398170,0.00000572,0.00171070,0.00194619,0.11455150,0.01409319
3.80800000E+00,0.08516981,0.00029313,0.00001594,0.04390462,0.00000571,0.00170816,0.00194323,0.11436720,0.01406849
3.80900000E+00,0.08503039,0.00029265,0.00001591,0.04382768,0.00000570,0.00170563,0.00194028,0.11418320,0.01404382
3.81000000E+00,0.08489119,0.00029218,0.00001588,0.04375088,0.00000570,0.00170310,0.00193733,0.11399950,0.01401921
3.81100000E+00,0.08475222,0.00029170,0.00001586,0.04367423,0.00000569,0.00170058,0.00193439,0.11381610,0.01399465
3.81200000E+00,0.08461348,0.00029123,0.00001583,0.04359771,0.00000568,0.00169806,0.00193145,0.11363300,0.01397013
3.81300000E+00,0.08447496,0.00029076,0.00001580,0.04352134,0.00000567,0.00169554,0.00192852,0.11345010,0.01394566
3.81400000E+00,0.08433667,0.00029028,0.00001577,0.04344511,0.00000566,0.00169303,0.00192559,0.11326750,0.01392124
3.81500000E+00,0.08419860,0.00028981,0.00001574,0.04336902,0.00000565,0.00169052,0.00192267,0.11308520,0.01389687
3.81600000E+00,0.08406075,0.00028934,0.00001572,0.04329307,0.00000564,0.00168802,0.00191975,0.11290320,0.01387254
3.81700000E+00,0.08392314,0.00028887,0.00001569,0.04321726,0.00000563,0.00168552,0.00191684,0.11272150,0.01384827
3.81800000E+00,0.08378574,0.00028841,0.00001566,0.04314158,0.00000562,0.00168303,0.00191393,0.11254000,0.01382404
3.81900000E+00,0.08364857,0.00028794,0.00001563,0.04306605,0.00000561,0.00168054,0.00191103,0.11235880,0.01379985
3.82000000E+00,0.08351162,0.00028747,0.00001560,0.04299066,0.00000560,0.00167805,0.00190814,0.11217790,0.01377572
3.82100000E+00,0.08337490,0.00028701,0.00001558,0.04291541,0.00000559,0.00167557,0.00190525,0.11199730,0.01375163
3.82200000E+00,0.08323840,0.00028654,0.00001555,0.04284030,0.00000558,0.00167310,0.00190236,0.11181700,0.01372759
3.82300000E+00,0.08310212,0.00028608,0.00001552,0.04276532,0.00000557,0.00167063,0.00189948,0.11163690,0.01370359
3.82400000E+00,0.08296606,0.00028561,0.00001549,0.04269049,0.00000556,0.00166816,0.00189660,0.11145710,0.01367964
3.82500000E+00,0.08283023,0.00028515,0.00001547,0.04261579,0.00000555,0.00166569,0.00189374,0.11127760,0.01365574
3.82600000E+00,0.08269461,0.00028469,0.00001544,0.04254123,0.00000554,0.00166323,0.00189087,0.11109830,0.01363189
3.82700000E+00,0.08255922,0.00028423,0.00001541,0.04246681,0.00000553,0.00166078,0.00188801,0.11091940,0.01360808
3.82800000E+00,0.08242405,0.00028377,0.00001539,0.04239252,0.00000552,0.00165833,0.00188515,0.11074070,0.01358432
3.82900000E+00,0.08228910,0.00028331,0.00001536,0.04231838,0.00000551,0.00165588,0.00188231,0.11056230,0.01356060
3.83000000E+00,0.08215437,0.00028285,0.00001533,0.04224437,0.00000551,0.00165344,0.00187946,0.11038410,0.01353693
3.83100000E+00,0.08201986,0.00028240,0.00001530,0.04217049,0.00000550,0.00165100,0.00187662,0.11020630,0.01351331
3.83200000E+00,0.08188557,0.00028194,0.00001528,0.04209675,0.00000549,0.00164857,0.00187379,0.11002870,0.01348973
3.83300000E+00,0.08175150,0.00028148,0.00001525,0.04202315,0.00000548,0.00164614,0.00187096,0.10985140,0.01346620
3.83400000E+00,0.08161764,0.00028103,0.00001522,0.04194969,0.00000547,0.00164372,0.00186813,0.10967430,0.01344271
3.83500000E+00,0.08148401,0.00028058,0.00001520,0.04187636,0.00000546,0.00164130,0.00186531,0.10949760,0.01341927
3.83600000E+00,0.08135059,0.00028012,0.00001517,0.04180316,0.00000545,0.00163888,0.00186250,0.10932110,0.01339588
3.83700000E+00,0.08121740,0.00027967,0.00001514,0.04173010,0.00000544,0.00163647,0.00185969,0.10914490,0.01337253
3.83800000E+00,0.08108442,0.00027922,0.00001512,0.04165718,0.00000543,0.00163406,0.00185689,0.10896890,0.01334923
3.83900000E+00,0.08095165,0.00027877,0.00001509,0.04158439,0.00000542,0.00163165,0.00185409,0.10879320,0.01332597
3.84000000E+00,0.08081911,0.00027832,0.00001506,0.04151173,0.00000541,0.00162925,0.00185129,0.10861780,0.01330276
3.84100000E+00,0.08068678,0.00027787,0.00001504,0.04143921,0.00000540,0.00162686,0.00184850,0.10844270,0.01327959
3.84200000E+00,0.08055467,0.00027742,0.00001501,0.04136683,0.00000540,0.00162447,0.00184572,0.10826780,0.01325647
3.84300000E+00,0.08042277,0.00027698,0.00001498,0.04129457,0.00000539,0.00162208,0.00184294,0.10809330,0.01323339
3.84400000E+00,0.08029109,0.00027653,0.00001496,0.04122245,0.00000538,0.00161970,0.00184017,0.10791890,0.01321036
3.84500000E+00,0.08015962,0.00027609,0.00001493,0.04115047,0.00000537,0.00161732,0.00183740,0.10774490,0.01318737
3.84600000E+00,0.08002837,0.00027564,0.00001490,0.04107861,0.00000536,0.00161494,0.00183463,0.10757110,0.01316443
3.84700000E+00,0.07989734,0.00027520,0.00001488,0.04100689,0.00000535,0.00161257,0.00183187,0.10739760,0.01314153
3.84800000E+00,0.07976651,0.00027475,0.00001485,0.04093530,0.00000534,0.00161021,0.00182912,0.10722430,0.01311868
3.84900000E+00,0.07963591,0.00027431,0.00001483,0.04086384,0.00000533,0.00160784,0.00182637,0.10705140,0.01309587
3.85000000E+00,0.07950551,0.00027387,0.00001480,0.04079252,0.00000532,0.00160549,0.00182362,0.10687870,0.01307310
3.85100000E+00,0.07937533,0.00027343,0.00001477,0.04072133,0.00000531,0.00160313,0.00182088,0.10670620,0.01305038
3.85200000E+00,0.07924537,0.00027299,0.00001475,0.04065027,0.00000531,0.00160078,0.00181815,0.10653400,0.01302770
3.85300000E+00,0.07911561,0.00027255,0.00001472,0.04057933,0.00000530,0.00159844,0.00181542,0.10636210,0.01300507
3.85400000E+00,0.07898607,0.00027211,0.00001470,0.04050853,0.00000529,0.00159609,0.00181269,0.10619050,0.01298248
3.85500000E+00,0.07885674,0.00027168,0.00001467,0.04043787,0.00000528,0.00159376,0.00180997,0.10601910,0.01295994
3.85600000E+00,0.07872762,0.00027124,0.00001464,0.04036733,0.00000527,0.00159142,0.00180726,0.10584800,0.01293744
3.85700000E+00,0.07859872,0.00027080,0.00001462,0.04029692,0.00000526,0.00158909,0.00180455,0.10567720,0.01291498
3.85800000E+00,0.07847002,0.00027037,0.00001459,0.04022664,0.00000525,0.00158677,0.00180184,0.10550660,0.01289257
3.85900000E+00,0.07834154,0.00026994,0.00001457,0.04015649,0.00000524,0.00158444,0.00179914,0.10533630,0.01287019
3.86000000E+00,0.07821327,0.00026950,0.00001454,0.04008647,0.00000523,0.00158213,0.00179644,0.10516620,0.01284787
3.86100000E+00,0.07808520,0.00026907,0.00001452,0.04001658,0.00000523,0.00157981,0.00179375,0.10499650,0.01282558
3.86200000E+00,0.07795735,0.00026864,0.00001449,0.03994682,0.00000522,0.00157750,0.00179106,0.10482690,0.01280334
3.86300000E+00,0.07782971,0.00026821,0.00001446,0.03987719,0.00000521,0.00157520,0.00178838,0.10465770,0.01278115
3.86400000E+00,0.07770227,0.00026778,0.00001444,0.03980769,0.00000520,0.00157290,0.00178570,0.10448870,0.01275899
3.86500000E+00,0.07757505,0.00026735,0.00001441,0.03973831,0.00000519,0.00157060,0.00178303,0.10432000,0.01273688
3.86600000E+00,0.07744803,0.00026692,0.00001439,0.03966907,0.00000518,0.00156830,0.00178036,0.10415150,0.01271481
3.86700000E+00,0.07732122,0.00026649,0.00001436,0.03959995,0.00000517,0.00156601,0.00177770,0.10398330,0.01269279
3.86800000E+00,0.07719462,0.00026607,0.00001434,0.03953095,0.00000517,0.00156373,0.00177504,0.10381540,0.01267080
3.86900000E+00,0.07706823,0.00026564,0.00001431,0.03946209,0.00000516,0.00156145,0.00177239,0.10364770,0.01264886
3.87000000E+00,0.07694205,0.00026521,0.00001429,0.03939335,0.00000515,0.00155917,0.00176974,0.10348030,0.01262696
3.87100000E+00,0.07681607,0.00026479,0.00001426,0.03932474,0.00000514,0.00155689,0.00176709,0.10331310,0.01260511
3.87200000E+00,0.07669030,0.00026437,0.00001424,0.03925626,0.00000513,0.00155463,0.00176445,0.10314620,0.01258330
3.87300000E+00,0.07656474,0.00026394,0.00001421,0.03918790,0.00000512,0.00155236,0.00176182,0.10297960,0.01256152
3.87400000E+00,0.07643938,0.00026352,0.00001419,0.03911967,0.00000511,0.00155010,0.00175919,0.10281320,0.01253980
3.87500000E+00,0.07631423,0.00026310,0.00001416,0.03905157,0.00000511,0.00154784,0.00175656,0.10264710,0.01251811
3.87600000E+00,0.07618928,0.00026268,0.00001414,0.03898359,0.00000510,0.00154558,0.00175394,0.10248120,0.01249646
3.87700000E+00,0.07606454,0.00026226,0.00001411,0.03891573,0.00000509,0.00154333,0.00175132,0.10231560,0.01247486
3.87800000E+00,0.07594001,0.00026184,0.00001409,0.03884800,0.00000508,0.00154109,0.00174871,0.10215030,0.01245330
3.87900000E+00,0.07581568,0.00026142,0.00001406,0.03878040,0.00000507,0.00153884,0.00174611,0.10198520,0.01243178
3.88000000E+00,0.07569155,0.00026100,0.00001404,0.03871292,0.00000506,0.00153660,0.00174350,0.10182040,0.01241030
3.88100000E+00,0.07556763,0.00026059,0.00001402,0.03864556,0.00000505,0.00153437,0.00174091,0.10165580,0.01238886
3.88200000E+00,0.07544391,0.00026017,0.00001399,0.03857833,0.00000505,0.00153214,0.00173831,0.10149150,0.01236747
3.88300000E+00,0.07532039,0.00025976,0.00001397,0.03851123,0.00000504,0.00152991,0.00173572,0.10132750,0.01234612
3.88400000E+00,0.07519708,0.00025934,0.00001394,0.03844425,0.00000503,0.00152769,0.00173314,0.10116370,0.01232480
3.88500000E+00,0.07507397,0.00025893,0.00001392,0.03837739,0.00000502,0.00152547,0.00173056,0.10100020,0.01230353
3.88600000E+00,0.07495106,0.00025851,0.00001389,0.03831065,0.00000501,0.00152325,0.00172798,0.10083690,0.01228230
3.88700000E+00,0.07482836,0.00025810,0.00001387,0.03824404,0.00000500,0.00152104,0.00172541,0.10067380,0.01226111
3.88800000E+00,0.07470586,0.00025769,0.00001385,0.03817755,0.00000500,0.00151883,0.00172285,0.10051110,0.01223997
3.88900000E+00,0.07458356,0.00025728,0.00001382,0.03811118,0.00000499,0.00151663,0.00172028,0.10034860,0.01221886
3.89000000E+00,0.07446146,0.00025687,0.00001380,0.03804494,0.00000498,0.00151443,0.00171773,0.10018630,0.01219779
3.89100000E+00,0.07433956,0.00025646,0.00001377,0.03797882,0.00000497,0.00151223,0.00171517,0.10002430,0.01217677
3.89200000E+00,0.07421786,0.00025605,0.00001375,0.03791282,0.00000496,0.00151004,0.00171263,0.09986253,0.01215578
3.89300000E+00,0.07409636,0.00025564,0.00001373,0.03784694,0.00000495,0.00150785,0.00171008,0.09970103,0.01213484
3.89400000E+00,0.07397507,0.00025524,0.00001370,0.03778118,0.00000495,0.00150566,0.00170754,0.09953979,0.01211393
3.89500000E+00,0.07385397,0.00025483,0.00001368,0.03771555,0.00000494,0.00150348,0.00170501,0.09937879,0.01209307
3.89600000E+00,0.07373307,0.00025442,0.00001365,0.03765003,0.00000493,0.00150130,0.00170248,0.09921805,0.01207224
3.89700000E+00,0.07361237,0.00025402,0.00001363,0.03758464,0.00000492,0.00149913,0.00169995,0.09905756,0.01205146
3.89800000E+00,0.07349187,0.00025362,0.00001361,0.03751936,0.00000491,0.00149696,0.00169743,0.09889732,0.01203072
3.89900000E+00,0.07337157,0.00025321,0.00001358,0.03745421,0.00000490,0.00149479,0.00169491,0.09873734,0.01201001
3.90000000E+00,0.07325146,0.00025281,0.00001356,0.03738918,0.00000490,0.00149263,0.00169240,0.09857760,0.01198935
3.90100000E+00,0.07313156,0.00025241,0.00001354,0.03732427,0.00000489,0.00149047,0.00168989,0.09841812,0.01196872
3.90200000E+00,0.07301185,0.00025201,0.00001351,0.03725947,0.00000488,0.00148831,0.00168739,0.09825889,0.01194814
3.90300000E+00,0.07289234,0.00025161,0.00001349,0.03719480,0.00000487,0.00148616,0.00168489,0.09809990,0.01192760
3.90400000E+00,0.07277303,0.00025121,0.00001346,0.03713025,0.00000486,0.00148401,0.00168240,0.09794117,0.01190709
3.90500000E+00,0.07265391,0.00025081,0.00001344,0.03706581,0.00000486,0.00148187,0.00167990,0.09778269,0.01188663
3.90600000E+00,0.07253499,0.00025041,0.00001342,0.03700150,0.00000485,0.00147973,0.00167742,0.09762445,0.01186620
3.90700000E+00,0.07241627,0.00025001,0.00001339,0.03693730,0.00000484,0.00147759,0.00167494,0.09746647,0.01184581
3.90800000E+00,0.07229774,0.00024962,0.00001337,0.03687322,0.00000483,0.00147546,0.00167246,0.09730873,0.01182547
3.90900000E+00,0.07217941,0.00024922,0.00001335,0.03680926,0.00000482,0.00147333,0.00166999,0.09715124,0.01180516
3.91000000E+00,0.07206127,0.00024882,0.00001332,0.03674541,0.00000482,0.00147120,0.00166752,0.09699400,0.01178489
3.91100000E+00,0.07194333,0.00024843,0.00001330,0.03668169,0.00000481,0.00146908,0.00166505,0.09683700,0.01176466
3.91200000E+00,0.07182558,0.00024804,0.00001328,0.03661808,0.00000480,0.00146696,0.00166259,0.09668026,0.01174447
3.91300000E+00,0.07170803,0.00024764,0.00001326,0.03655459,0.00000479,0.00146484,0.00166014,0.09652376,0.01172431
3.91400000E+00,0.07159067,0.00024725,0.00001323,0.03649122,0.00000478,0.00146273,0.00165768,0.09636750,0.01170420
3.91500000E+00,0.07147350,0.00024686,0.00001321,0.03642796,0.00000478,0.00146062,0.00165524,0.09621150,0.01168413
3.91600000E+00,0.07135653,0.00024647,0.00001319,0.03636482,0.00000477,0.00145852,0.00165279,0.09605574,0.01166409
3.91700000E+00,0.07123975,0.00024608,0.00001316,0.03630180,0.00000476,0.00145642,0.00165036,0.09590022,0.01164409
3.91800000E+00,0.07112317,0.00024569,0.00001314,0.03623889,0.00000475,0.00145432,0.00164792,0.09574495,0.01162413
3.91900000E+00,0.07100677,0.00024530,0.00001312,0.03617610,0.00000474,0.00145223,0.00164549,0.09558992,0.01160421
3.92000000E+00,0.07089057,0.00024491,0.00001310,0.03611342,0.00000474,0.00145013,0.00164306,0.09543514,0.01158433
3.92100000E+00,0.07077456,0.00024452,0.00001307,0.03605086,0.00000473,0.00144805,0.00164064,0.09528061,0.01156448
3.92200000E+00,0.07065875,0.00024414,0.00001305,0.03598842,0.00000472,0.00144597,0.00163823,0.09512631,0.01154468
3.92300000E+00,0.07054312,0.00024375,0.00001303,0.03592609,0.00000471,0.00144389,0.00163581,0.09497226,0.01152491
3.92400000E+00,0.07042768,0.00024336,0.00001301,0.03586387,0.00000471,0.00144181,0.00163340,0.09481846,0.01150518
3.92500000E+00,0.07031244,0.00024298,0.00001298,0.03580177,0.00000470,0.00143974,0.00163100,0.09466490,0.01148549
3.92600000E+00,0.07019739,0.00024260,0.00001296,0.03573979,0.00000469,0.00143767,0.00162860,0.09451157,0.01146583
3.92700000E+00,0.07008252,0.00024221,0.00001294,0.03567792,0.00000468,0.00143560,0.00162620,0.09435850,0.01144621
3.92800000E+00,0.06996785,0.00024183,0.00001292,0.03561616,0.00000467,0.00143354,0.00162381,0.09420566,0.01142664
3.92900000E+00,0.06985337,0.00024145,0.00001289,0.03555452,0.00000467,0.00143148,0.00162142,0.09405306,0.01140709
3.93000000E+00,0.06973907,0.00024107,0.00001287,0.03549299,0.00000466,0.00142943,0.00161904,0.09390071,0.01138759
3.93100000E+00,0.06962497,0.00024069,0.00001285,0.03543157,0.00000465,0.00142738,0.00161666,0.09374860,0.01136812
3.93200000E+00,0.06951105,0.00024031,0.00001283,0.03537027,0.00000464,0.00142533,0.00161428,0.09359673,0.01134869
3.93300000E+00,0.06939732,0.00023993,0.00001280,0.03530908,0.00000464,0.00142328,0.00161191,0.09344509,0.01132930
3.93400000E+00,0.06928378,0.00023955,0.00001278,0.03524800,0.00000463,0.00142124,0.00160954,0.09329370,0.01130995
3.93500000E+00,0.06917043,0.00023917,0.00001276,0.03518703,0.00000462,0.00141920,0.00160718,0.09314255,0.01129063
3.93600000E+00,0.06905727,0.00023879,0.00001274,0.03512618,0.00000461,0.00141717,0.00160482,0.09299164,0.01127135
3.93700000E+00,0.06894429,0.00023842,0.00001272,0.03506544,0.00000461,0.00141514,0.00160246,0.09284096,0.01125210
3.93800000E+00,0.06883150,0.00023804,0.00001269,0.03500481,0.00000460,0.00141311,0.00160011,0.09269053,0.01123289
3.93900000E+00,0.06871890,0.00023767,0.00001267,0.03494430,0.00000459,0.00141109,0.00159776,0.09254033,0.01121372
3.94000000E+00,0.06860648,0.00023729,0.00001265,0.03488389,0.00000458,0.00140907,0.00159542,0.09239037,0.01119459
3.94100000E+00,0.06849425,0.00023692,0.00001263,0.03482360,0.00000458,0.00140705,0.00159308,0.09224065,0.01117549
3.94200000E+00,0.06838221,0.00023655,0.00001261,0.03476341,0.00000457,0.00140504,0.00159075,0.09209116,0.01115643
3.94300000E+00,0.06827035,0.00023617,0.00001258,0.03470334,0.00000456,0.00140303,0.00158842,0.09194192,0.01113741
3.94400000E+00,0.06815867,0.00023580,0.00001256,0.03464338,0.00000455,0.00140102,0.00158609,0.09179290,0.01111842
3.94500000E+00,0.06804719,0.00023543,0.00001254,0.03458353,0.00000455,0.00139902,0.00158377,0.09164413,0.01109947
3.94600000E+00,0.06793588,0.00023506,0.00001252,0.03452379,0.00000454,0.00139702,0.00158145,0.09149559,0.01108056
3.94700000E+00,0.06782476,0.00023469,0.00001250,0.03446416,0.00000453,0.00139502,0.00157913,0.09134729,0.01106168
3.94800000E+00,0.06771383,0.00023432,0.00001248,0.03440464,0.00000452,0.00139303,0.00157682,0.09119922,0.01104283
3.94900000E+00,0.06760307,0.00023395,0.00001246,0.03434522,0.00000452,0.00139104,0.00157452,0.09105139,0.01102403
3.95000000E+00,0.06749251,0.00023359,0.00001243,0.03428592,0.00000451,0.00138905,0.00157221,0.09090379,0.01100526
3.95100000E+00,0.06738212,0.00023322,0.00001241,0.03422673,0.00000450,0.00138707,0.00156992,0.09075643,0.01098652
3.95200000E+00,0.06727192,0.00023285,0.00001239,0.03416765,0.00000449,0.00138509,0.00156762,0.09060930,0.01096782
3.95300000E+00,0.06716190,0.00023249,0.00001237,0.03410867,0.00000449,0.00138312,0.00156533,0.09046240,0.01094916
3.95400000E+00,0.06705206,0.00023212,0.00001235,0.03404980,0.00000448,0.00138114,0.00156304,0.09031574,0.01093053
3.95500000E+00,0.06694241,0.00023176,0.00001233,0.03399105,0.00000447,0.00137917,0.00156076,0.09016931,0.01091194
3.95600000E+00,0.06683294,0.00023139,0.00001231,0.03393240,0.00000446,0.00137721,0.00155848,0.09002312,0.01089338
3.95700000E+00,0.06672365,0.00023103,0.00001229,0.03387386,0.00000446,0.00137524,0.00155621,0.08987715,0.01087486
3.95800000E+00,0.06661454,0.00023067,0.00001226,0.03381542,0.00000445,0.00137329,0.00155394,0.08973142,0.01085638
3.95900000E+00,0.06650561,0.00023031,0.00001224,0.03375710,0.00000444,0.00137133,0.00155167,0.08958592,0.01083793
3.96000000E+00,0.06639686,0.00022995,0.00001222,0.03369888,0.00000443,0.00136938,0.00154941,0.08944065,0.01081951
3.96100000E+00,0.06628829,0.00022958,0.00001220,0.03364076,0.00000443,0.00136743,0.00154715,0.08929562,0.01080113
3.96200000E+00,0.06617991,0.00022923,0.00001218,0.03358276,0.00000442,0.00136548,0.00154489,0.08915081,0.01078279
3.96300000E+00,0.06607170,0.00022887,0.00001216,0.03352486,0.00000441,0.00136354,0.00154264,0.08900623,0.01076448
3.96400000E+00,0.06596367,0.00022851,0.00001214,0.03346707,0.00000441,0.00136160,0.00154039,0.08886189,0.01074620
3.96500000E+00,0.06585582,0.00022815,0.00001212,0.03340939,0.00000440,0.00135966,0.00153815,0.08871777,0.01072796
3.96600000E+00,0.06574816,0.00022779,0.00001210,0.03335181,0.00000439,0.00135773,0.00153591,0.08857389,0.01070976
3.96700000E+00,0.06564066,0.00022744,0.00001208,0.03329433,0.00000438,0.00135580,0.00153367,0.08843023,0.01069159
3.96800000E+00,0.06553335,0.00022708,0.00001206,0.03323697,0.00000438,0.00135387,0.00153144,0.08828680,0.01067345
3.96900000E+00,0.06542622,0.00022672,0.00001203,0.03317971,0.00000437,0.00135195,0.00152921,0.08814360,0.01065535
3.97000000E+00,0.06531926,0.00022637,0.00001201,0.03312255,0.00000436,0.00135003,0.00152699,0.08800063,0.01063728
3.97100000E+00,0.06521249,0.00022602,0.00001199,0.03306550,0.00000436,0.00134811,0.00152477,0.08785789,0.01061925
3.97200000E+00,0.06510588,0.00022566,0.00001197,0.03300855,0.00000435,0.00134620,0.00152255,0.08771537,0.01060125
3.97300000E+00,0.06499946,0.00022531,0.00001195,0.03295171,0.00000434,0.00134429,0.00152034,0.08757308,0.01058329
3.97400000E+00,0.06489321,0.00022496,0.00001193,0.03289497,0.00000433,0.00134238,0.00151813,0.08743102,0.01056536
3.97500000E+00,0.06478714,0.00022461,0.00001191,0.03283834,0.00000433,0.00134048,0.00151593,0.08728919,0.01054746
3.97600000E+00,0.06468125,0.00022425,0.00001189,0.03278181,0.00000432,0.00133857,0.00151372,0.08714758,0.01052960
3.97700000E+00,0.06457553,0.00022390,0.00001187,0.03272539,0.00000431,0.00133668,0.00151153,0.08700620,0.01051177
3.97800000E+00,0.06446999,0.00022356,0.00001185,0.03266907,0.00000431,0.00133478,0.00150933,0.08686504,0.01049398
3.97900000E+00,0.06436462,0.00022321,0.00001183,0.03261285,0.00000430,0.00133289,0.00150714,0.08672411,0.01047622
3.98000000E+00,0.06425943,0.00022286,0.00001181,0.03255674,0.00000429,0.00133100,0.00150496,0.08658341,0.01045850
3.98100000E+00,0.06415442,0.00022251,0.00001179,0.03250073,0.00000428,0.00132912,0.00150277,0.08644293,0.01044080
3.98200000E+00,0.06404957,0.00022216,0.00001177,0.03244482,0.00000428,0.00132724,0.00150059,0.08630267,0.01042315
3.98300000E+00,0.06394491,0.00022182,0.00001175,0.03238902,0.00000427,0.00132536,0.00149842,0.08616264,0.01040552
3.98400000E+00,0.06384041,0.00022147,0.00001173,0.03233332,0.00000426,0.00132348,0.00149625,0.08602283,0.01038793
3.98500000E+00,0.06373609,0.00022113,0.00001171,0.03227772,0.00000426,0.00132161,0.00149408,0.08588324,0.01037037
3.98600000E+00,0.06363195,0.00022078,0.00001169,0.03222222,0.00000425,0.00131974,0.00149192,0.08574388,0.01035285
3.98700000E+00,0.06352797,0.00022044,0.00001167,0.03216683,0.00000424,0.00131788,0.00148976,0.08560474,0.01033536
3.98800000E+00,0.06342417,0.00022009,0.00001165,0.03211153,0.00000424,0.00131601,0.00148760,0.08546583,0.01031790
3.98900000E+00,0.06332055,0.00021975,0.00001163,0.03205634,0.00000423,0.00131415,0.00148545,0.08532713,0.01030047
3.99000000E+00,0.06321709,0.00021941,0.00001161,0.03200125,0.00000422,0.00131229,0.00148330,0.08518866,0.01028308
3.99100000E+00,0.06311381,0.00021907,0.00001159,0.03194627,0.00000421,0.00131044,0.00148115,0.08505041,0.01026572
3.99200000E+00,0.06301070,0.00021873,0.00001157,0.03189138,0.00000421,0.00130859,0.00147901,0.08491238,0.01024840
3.99300000E+00,0.06290776,0.00021839,0.00001155,0.03183659,0.00000420,0.00130674,0.00147687,0.08477457,0.01023110
