delay,pdf_c9_mapped_timing,pdf_c3_mapped_timing,pdf_c2_mapped_timing,pdf_c7_mapped_timing,pdf_c1_mapped_timing,pdf_c4_mapped_timing,pdf_c5_mapped_timing,pdf_c8_mapped_timing,pdf_c6_mapped_timing
2.25800000E+00,0.64150190,0.00681676,0.00047490,0.56841560,0.00013901,0.03145493,0.03877032,0.63933950,0.28920410
2.25900000E+00,0.64125870,0.00679929,0.00047359,0.56778700,0.00013865,0.03138083,0.03867651,0.63941270,0.28864190
2.26000000E+00,0.64101400,0.00678186,0.00047229,0.56715820,0.00013830,0.03130693,0.03858295,0.63948400,0.28808060
2.26100000E+00,0.64076770,0.00676448,0.00047100,0.56652900,0.00013795,0.03123323,0.03848965,0.63955310,0.28752030
2.26200000E+00,0.64051990,0.00674715,0.00046970,0.56589960,0.00013760,0.03115973,0.03839660,0.63962020,0.28696090
2.26300000E+00,0.64027060,0.00672987,0.00046841,0.56526990,0.00013725,0.03108641,0.03830380,0.63968530,0.28640240
2.26400000E+00,0.64001980,0.00671265,0.00046713,0.56463990,0.00013690,0.03101330,0.03821125,0.63974830,0.28584490
2.26500000E+00,0.63976740,0.00669547,0.00046585,0.56400960,0.00013655,0.03094038,0.03811895,0.63980930,0.28528830
2.26600000E+00,0.63951360,0.00667835,0.00046457,0.56337900,0.00013620,0.03086765,0.03802690,0.63986830,0.28473270
2.26700000E+00,0.63925820,0.00666127,0.00046330,0.56274820,0.00013586,0.03079511,0.03793510,0.63992520,0.28417790
2.26800000E+00,0.63900140,0.00664424,0.00046203,0.56211710,0.00013551,0.03072277,0.03784356,0.63998010,0.28362420
2.26900000E+00,0.63874300,0.00662727,0.00046077,0.56148580,0.00013517,0.03065061,0.03775225,0.64003290,0.28307130
2.27000000E+00,0.63848320,0.00661034,0.00045951,0.56085420,0.00013483,0.03057865,0.03766120,0.64008380,0.28251940
2.27100000E+00,0.63822180,0.00659346,0.00045825,0.56022230,0.00013448,0.03050688,0.03757039,0.64013260,0.28196840
2.27200000E+00,0.63795900,0.00657663,0.00045700,0.55959020,0.00013414,0.03043530,0.03747983,0.64017930,0.28141830
2.27300000E+00,0.63769480,0.00655985,0.00045575,0.55895790,0.00013380,0.03036391,0.03738951,0.64022410,0.28086910
2.27400000E+00,0.63742900,0.00654312,0.00045450,0.55832530,0.00013346,0.03029271,0.03729944,0.64026690,0.28032090
2.27500000E+00,0.63716180,0.00652643,0.00045326,0.55769250,0.00013313,0.03022169,0.03720961,0.64030760,0.27977360
2.27600000E+00,0.63689310,0.00650980,0.00045202,0.55705950,0.00013279,0.03015087,0.03712002,0.64034630,0.27922730
2.27700000E+00,0.63662300,0.00649321,0.00045079,0.55642620,0.00013245,0.03008023,0.03703068,0.64038310,0.27868180
2.27800000E+00,0.63635140,0.00647667,0.00044956,0.55579280,0.00013212,0.03000978,0.03694157,0.64041780,0.27813730
2.27900000E+00,0.63607840,0.00646018,0.00044833,0.55515910,0.00013178,0.02993951,0.03685271,0.64045050,0.27759370
2.28000000E+00,0.63580390,0.00644374,0.00044711,0.55452520,0.00013145,0.02986943,0.03676409,0.64048120,0.27705110
2.28100000E+00,0.63552800,0.00642735,0.00044589,0.55389110,0.00013112,0.02979954,0.03667570,0.64051000,0.27650930
2.28200000E+00,0.63525070,0.00641100,0.00044468,0.55325680,0.00013079,0.02972983,0.03658756,0.64053670,0.27596850
2.28300000E+00,0.63497190,0.00639470,0.00044346,0.55262230,0.00013046,0.02966031,0.03649965,0.64056150,0.27542860
2.28400000E+00,0.63469180,0.00637844,0.00044226,0.55198760,0.00013013,0.02959096,0.03641198,0.64058420,0.27488960
2.28500000E+00,0.63441020,0.00636224,0.00044105,0.55135270,0.00012980,0.02952180,0.03632454,0.64060500,0.27435150
2.28600000E+00,0.63412710,0.00634608,0.00043985,0.55071760,0.00012947,0.02945283,0.03623735,0.64062390,0.27381440
2.28700000E+00,0.63384270,0.00632997,0.00043866,0.55008230,0.00012914,0.02938403,0.03615038,0.64064070,0.27327820
2.28800000E+00,0.63355690,0.00631390,0.00043746,0.54944690,0.00012882,0.02931542,0.03606366,0.64065560,0.27274290
2.28900000E+00,0.63326970,0.00629788,0.00043627,0.54881130,0.00012849,0.02924699,0.03597716,0.64066850,0.27220850
2.29000000E+00,0.63298110,0.00628191,0.00043509,0.54817550,0.00012817,0.02917874,0.03589090,0.64067940,0.27167500
2.29100000E+00,0.63269110,0.00626598,0.00043391,0.54753960,0.00012785,0.02911067,0.03580487,0.64068840,0.27114240
2.29200000E+00,0.63239970,0.00625010,0.00043273,0.54690350,0.00012752,0.02904278,0.03571907,0.64069540,0.27061080
2.29300000E+00,0.63210690,0.00623426,0.00043155,0.54626730,0.00012720,0.02897506,0.03563350,0.64070050,0.27008000
2.29400000E+00,0.63181270,0.00621847,0.00043038,0.54563090,0.00012688,0.02890753,0.03554817,0.64070360,0.26955020
2.29500000E+00,0.63151720,0.00620273,0.00042922,0.54499430,0.00012656,0.02884017,0.03546306,0.64070480,0.26902130
2.29600000E+00,0.63122040,0.00618703,0.00042805,0.54435760,0.00012625,0.02877299,0.03537818,0.64070400,0.26849330
2.29700000E+00,0.63092210,0.00617138,0.00042689,0.54372080,0.00012593,0.02870599,0.03529353,0.64070130,0.26796620
2.29800000E+00,0.63062250,0.00615577,0.00042574,0.54308380,0.00012561,0.02863916,0.03520911,0.64069660,0.26744000
2.29900000E+00,0.63032160,0.00614021,0.00042458,0.54244670,0.00012530,0.02857251,0.03512492,0.64069000,0.26691480
2.30000000E+00,0.63001930,0.00612469,0.00042343,0.54180950,0.00012498,0.02850604,0.03504095,0.64068150,0.26639040
2.30100000E+00,0.62971560,0.00610921,0.00042229,0.54117220,0.00012467,0.02843974,0.03495720,0.64067110,0.26586690
2.30200000E+00,0.62941070,0.00609378,0.00042115,0.54053470,0.00012436,0.02837361,0.03487368,0.64065870,0.26534440
2.30300000E+00,0.62910440,0.00607840,0.00042001,0.53989710,0.00012404,0.02830766,0.03479039,0.64064440,0.26482270
2.30400000E+00,0.62879670,0.00606306,0.00041887,0.53925940,0.00012373,0.02824188,0.03470732,0.64062820,0.26430200
2.30500000E+00,0.62848780,0.00604776,0.00041774,0.53862160,0.00012342,0.02817627,0.03462447,0.64061010,0.26378220
2.30600000E+00,0.62817750,0.00603251,0.00041661,0.53798370,0.00012311,0.02811084,0.03454185,0.64059000,0.26326320
2.30700000E+00,0.62786590,0.00601730,0.00041548,0.53734570,0.00012280,0.02804558,0.03445944,0.64056810,0.26274520
2.30800000E+00,0.62755310,0.00600214,0.00041436,0.53670760,0.00012250,0.02798048,0.03437726,0.64054420,0.26222800
2.30900000E+00,0.62723890,0.00598701,0.00041325,0.53606940,0.00012219,0.02791556,0.03429530,0.64051850,0.26171180
2.31000000E+00,0.62692340,0.00597194,0.00041213,0.53543110,0.00012188,0.02785081,0.03421356,0.64049080,0.26119650
2.31100000E+00,0.62660660,0.00595690,0.00041102,0.53479280,0.00012158,0.02778624,0.03413203,0.64046130,0.26068200
2.31200000E+00,0.62628850,0.00594191,0.00040991,0.53415430,0.00012127,0.02772182,0.03405073,0.64042990,0.26016850
2.31300000E+00,0.62596910,0.00592696,0.00040881,0.53351580,0.00012097,0.02765758,0.03396964,0.64039660,0.25965590
2.31400000E+00,0.62564850,0.00591205,0.00040770,0.53287720,0.00012067,0.02759351,0.03388877,0.64036140,0.25914410
2.31500000E+00,0.62532660,0.00589719,0.00040661,0.53223860,0.00012037,0.02752960,0.03380812,0.64032430,0.25863330
2.31600000E+00,0.62500340,0.00588237,0.00040551,0.53159990,0.00012007,0.02746587,0.03372768,0.64028530,0.25812330
2.31700000E+00,0.62467890,0.00586759,0.00040442,0.53096110,0.00011977,0.02740230,0.03364746,0.64024450,0.25761420
2.31800000E+00,0.62435320,0.00585285,0.00040333,0.53032220,0.00011947,0.02733889,0.03356746,0.64020180,0.25710610
2.31900000E+00,0.62402630,0.00583816,0.00040225,0.52968330,0.00011917,0.02727565,0.03348766,0.64015720,0.25659880
2.32000000E+00,0.62369800,0.00582351,0.00040117,0.52904440,0.00011887,0.02721258,0.03340808,0.64011080,0.25609240
2.32100000E+00,0.62336860,0.00580890,0.00040009,0.52840540,0.00011858,0.02714967,0.03332872,0.64006250,0.25558690
2.32200000E+00,0.62303790,0.00579433,0.00039901,0.52776640,0.00011828,0.02708693,0.03324956,0.64001240,0.25508230
2.32300000E+00,0.62270590,0.00577980,0.00039794,0.52712730,0.00011799,0.02702435,0.03317062,0.63996040,0.25457860
2.32400000E+00,0.62237270,0.00576532,0.00039687,0.52648820,0.00011769,0.02696193,0.03309189,0.63990660,0.25407570
2.32500000E+00,0.62203830,0.00575087,0.00039581,0.52584910,0.00011740,0.02689968,0.03301337,0.63985090,0.25357380
2.32600000E+00,0.62170270,0.00573647,0.00039475,0.52520990,0.00011711,0.02683759,0.03293505,0.63979340,0.25307270
2.32700000E+00,0.62136580,0.00572211,0.00039369,0.52457070,0.00011681,0.02677566,0.03285695,0.63973400,0.25257260
2.32800000E+00,0.62102780,0.00570779,0.00039263,0.52393150,0.00011652,0.02671390,0.03277906,0.63967280,0.25207330
2.32900000E+00,0.62068850,0.00569351,0.00039158,0.52329230,0.00011623,0.02665229,0.03270137,0.63960980,0.25157480
2.33000000E+00,0.62034800,0.00567927,0.00039053,0.52265310,0.00011594,0.02659085,0.03262389,0.63954500,0.25107730
2.33100000E+00,0.62000630,0.00566507,0.00038949,0.52201380,0.00011566,0.02652956,0.03254662,0.63947830,0.25058070
2.33200000E+00,0.61966340,0.00565091,0.00038844,0.52137460,0.00011537,0.02646844,0.03246955,0.63940980,0.25008490
2.33300000E+00,0.61931940,0.00563680,0.00038740,0.52073530,0.00011508,0.02640748,0.03239269,0.63933950,0.24959000
2.33400000E+00,0.61897410,0.00562272,0.00038637,0.52009610,0.00011480,0.02634667,0.03231604,0.63926740,0.24909600
2.33500000E+00,0.61862770,0.00560868,0.00038533,0.51945680,0.00011451,0.02628602,0.03223959,0.63919350,0.24860290
2.33600000E+00,0.61828010,0.00559468,0.00038430,0.51881760,0.00011423,0.02622553,0.03216334,0.63911780,0.24811060
2.33700000E+00,0.61793130,0.00558073,0.00038328,0.51817840,0.00011394,0.02616520,0.03208729,0.63904030,0.24761920
2.33800000E+00,0.61758130,0.00556681,0.00038225,0.51753920,0.00011366,0.02610503,0.03201145,0.63896100,0.24712870
2.33900000E+00,0.61723020,0.00555293,0.00038123,0.51690000,0.00011338,0.02604501,0.03193581,0.63887980,0.24663910
2.34000000E+00,0.61687790,0.00553909,0.00038022,0.51626080,0.00011310,0.02598515,0.03186037,0.63879690,0.24615030
2.34100000E+00,0.61652450,0.00552529,0.00037920,0.51562170,0.00011282,0.02592545,0.03178514,0.63871230,0.24566240
2.34200000E+00,0.61616990,0.00551153,0.00037819,0.51498260,0.00011254,0.02586590,0.03171010,0.63862580,0.24517540
2.34300000E+00,0.61581420,0.00549781,0.00037718,0.51434350,0.00011226,0.02580650,0.03163526,0.63853760,0.24468930
2.34400000E+00,0.61545740,0.00548413,0.00037618,0.51370440,0.00011198,0.02574726,0.03156062,0.63844750,0.24420400
2.34500000E+00,0.61509940,0.00547048,0.00037517,0.51306540,0.00011171,0.02568818,0.03148618,0.63835580,0.24371960
2.34600000E+00,0.61474020,0.00545688,0.00037417,0.51242650,0.00011143,0.02562924,0.03141194,0.63826220,0.24323600
2.34700000E+00,0.61438000,0.00544331,0.00037318,0.51178760,0.00011115,0.02557046,0.03133789,0.63816690,0.24275330
2.34800000E+00,0.61401860,0.00542978,0.00037218,0.51114870,0.00011088,0.02551184,0.03126404,0.63806980,0.24227150
2.34900000E+00,0.61365610,0.00541629,0.00037119,0.51050990,0.00011060,0.02545336,0.03119039,0.63797100,0.24179060
2.35000000E+00,0.61329250,0.00540284,0.00037021,0.50987120,0.00011033,0.02539504,0.03111693,0.63787040,0.24131050
2.35100000E+00,0.61292780,0.00538943,0.00036922,0.50923250,0.00011006,0.02533687,0.03104367,0.63776810,0.24083130
2.35200000E+00,0.61256200,0.00537605,0.00036824,0.50859380,0.00010979,0.02527885,0.03097060,0.63766400,0.24035290
2.35300000E+00,0.61219510,0.00536272,0.00036726,0.50795530,0.00010952,0.02522098,0.03089773,0.63755820,0.23987540
2.35400000E+00,0.61182710,0.00534941,0.00036629,0.50731680,0.00010925,0.02516326,0.03082505,0.63745070,0.23939880
2.35500000E+00,0.61145800,0.00533615,0.00036531,0.50667840,0.00010898,0.02510569,0.03075256,0.63734140,0.23892300
2.35600000E+00,0.61108780,0.00532293,0.00036434,0.50604000,0.00010871,0.02504827,0.03068027,0.63723040,0.23844810
2.35700000E+00,0.61071650,0.00530974,0.00036338,0.50540180,0.00010844,0.02499100,0.03060816,0.63711770,0.23797400
2.35800000E+00,0.61034420,0.00529659,0.00036241,0.50476360,0.00010817,0.02493388,0.03053625,0.63700330,0.23750080
2.35900000E+00,0.60997080,0.00528348,0.00036145,0.50412550,0.00010791,0.02487690,0.03046453,0.63688710,0.23702840
2.36000000E+00,0.60959630,0.00527040,0.00036049,0.50348750,0.00010764,0.02482007,0.03039300,0.63676920,0.23655690
2.36100000E+00,0.60922080,0.00525736,0.00035954,0.50284960,0.00010738,0.02476339,0.03032166,0.63664960,0.23608620
2.36200000E+00,0.60884420,0.00524436,0.00035859,0.50221180,0.00010711,0.02470686,0.03025050,0.63652840,0.23561640
2.36300000E+00,0.60846660,0.00523139,0.00035764,0.50157410,0.00010685,0.02465047,0.03017954,0.63640540,0.23514750
2.36400000E+00,0.60808790,0.00521846,0.00035669,0.50093650,0.00010658,0.02459423,0.03010876,0.63628070,0.23467940
2.36500000E+00,0.60770810,0.00520557,0.00035575,0.50029900,0.00010632,0.02453814,0.03003817,0.63615430,0.23421210
2.36600000E+00,0.60732740,0.00519271,0.00035480,0.49966160,0.00010606,0.02448219,0.02996777,0.63602630,0.23374570
2.36700000E+00,0.60694560,0.00517989,0.00035387,0.49902430,0.00010580,0.02442638,0.02989755,0.63589650,0.23328020
2.36800000E+00,0.60656270,0.00516711,0.00035293,0.49838710,0.00010554,0.02437072,0.02982752,0.63576510,0.23281550
2.36900000E+00,0.60617890,0.00515436,0.00035200,0.49775010,0.00010528,0.02431520,0.02975767,0.63563200,0.23235160
2.37000000E+00,0.60579400,0.00514165,0.00035107,0.49711320,0.00010502,0.02425983,0.02968801,0.63549720,0.23188860
2.37100000E+00,0.60540810,0.00512897,0.00035014,0.49647630,0.00010477,0.02420460,0.02961853,0.63536070,0.23142640
2.37200000E+00,0.60502120,0.00511633,0.00034922,0.49583970,0.00010451,0.02414951,0.02954924,0.63522260,0.23096500
2.37300000E+00,0.60463330,0.00510373,0.00034830,0.49520310,0.00010425,0.02409456,0.02948013,0.63508290,0.23050450
2.37400000E+00,0.60424430,0.00509116,0.00034738,0.49456670,0.00010400,0.02403976,0.02941120,0.63494140,0.23004490
2.37500000E+00,0.60385440,0.00507862,0.00034646,0.49393040,0.00010374,0.02398509,0.02934245,0.63479830,0.22958600
2.37600000E+00,0.60346350,0.00506612,0.00034555,0.49329430,0.00010349,0.02393057,0.02927389,0.63465360,0.22912810
2.37700000E+00,0.60307160,0.00505366,0.00034464,0.49265830,0.00010323,0.02387619,0.02920550,0.63450720,0.22867090
2.37800000E+00,0.60267870,0.00504123,0.00034373,0.49202240,0.00010298,0.02382195,0.02913730,0.63435920,0.22821460
2.37900000E+00,0.60228480,0.00502883,0.00034282,0.49138670,0.00010273,0.02376785,0.02906927,0.63420950,0.22775910
2.38000000E+00,0.60189000,0.00501647,0.00034192,0.49075120,0.00010248,0.02371389,0.02900143,0.63405830,0.22730450
2.38100000E+00,0.60149420,0.00500415,0.00034102,0.49011580,0.00010223,0.02366006,0.02893376,0.63390530,0.22685070
2.38200000E+00,0.60109740,0.00499186,0.00034012,0.48948060,0.00010198,0.02360638,0.02886628,0.63375080,0.22639770
2.38300000E+00,0.60069960,0.00497960,0.00033923,0.48884550,0.00010173,0.02355283,0.02879897,0.63359460,0.22594550
2.38400000E+00,0.60030090,0.00496738,0.00033834,0.48821060,0.00010148,0.02349943,0.02873183,0.63343680,0.22549420
2.38500000E+00,0.59990130,0.00495519,0.00033745,0.48757580,0.00010123,0.02344616,0.02866488,0.63327740,0.22504370
2.38600000E+00,0.59950070,0.00494304,0.00033656,0.48694120,0.00010099,0.02339302,0.02859810,0.63311640,0.22459410
2.38700000E+00,0.59909910,0.00493092,0.00033568,0.48630680,0.00010074,0.02334003,0.02853149,0.63295380,0.22414520
2.38800000E+00,0.59869660,0.00491883,0.00033480,0.48567260,0.00010049,0.02328717,0.02846506,0.63278960,0.22369720
2.38900000E+00,0.59829320,0.00490678,0.00033392,0.48503850,0.00010025,0.02323444,0.02839881,0.63262380,0.22325000
2.39000000E+00,0.59788880,0.00489476,0.00033304,0.48440460,0.00010000,0.02318185,0.02833273,0.63245640,0.22280370
2.39100000E+00,0.59748350,0.00488277,0.00033217,0.48377090,0.00009976,0.02312940,0.02826683,0.63228740,0.22235810
2.39200000E+00,0.59707730,0.00487082,0.00033130,0.48313740,0.00009952,0.02307708,0.02820109,0.63211680,0.22191340
2.39300000E+00,0.59667020,0.00485891,0.00033043,0.48250410,0.00009927,0.02302489,0.02813553,0.63194470,0.22146950
2.39400000E+00,0.59626210,0.00484702,0.00032956,0.48187100,0.00009903,0.02297284,0.02807014,0.63177090,0.22102640
2.39500000E+00,0.59585320,0.00483517,0.00032870,0.48123810,0.00009879,0.02292093,0.02800493,0.63159560,0.22058420
2.39600000E+00,0.59544330,0.00482335,0.00032784,0.48060530,0.00009855,0.02286914,0.02793988,0.63141870,0.22014270
2.39700000E+00,0.59503250,0.00481157,0.00032698,0.47997280,0.00009831,0.02281749,0.02787501,0.63124030,0.21970210
2.39800000E+00,0.59462090,0.00479981,0.00032613,0.47934040,0.00009807,0.02276597,0.02781031,0.63106030,0.21926230
2.39900000E+00,0.59420830,0.00478809,0.00032527,0.47870830,0.00009783,0.02271459,0.02774577,0.63087870,0.21882330
2.40000000E+00,0.59379490,0.00477641,0.00032442,0.47807640,0.00009760,0.02266333,0.02768141,0.63069560,0.21838510
2.40100000E+00,0.59338060,0.00476475,0.00032358,0.47744470,0.00009736,0.02261221,0.02761721,0.63051100,0.21794770
2.40200000E+00,0.59296540,0.00475313,0.00032273,0.47681320,0.00009712,0.02256122,0.02755318,0.63032480,0.21751120
2.40300000E+00,0.59254930,0.00474154,0.00032189,0.47618190,0.00009689,0.02251036,0.02748932,0.63013700,0.21707540
2.40400000E+00,0.59213240,0.00472998,0.00032105,0.47555080,0.00009665,0.02245963,0.02742563,0.62994770,0.21664050
2.40500000E+00,0.59171450,0.00471845,0.00032021,0.47492000,0.00009642,0.02240902,0.02736211,0.62975690,0.21620630
2.40600000E+00,0.59129590,0.00470696,0.00031937,0.47428940,0.00009618,0.02235855,0.02729875,0.62956460,0.21577300
2.40700000E+00,0.59087630,0.00469550,0.00031854,0.47365900,0.00009595,0.02230821,0.02723555,0.62937070,0.21534050
2.40800000E+00,0.59045590,0.00468407,0.00031771,0.47302880,0.00009572,0.02225800,0.02717253,0.62917540,0.21490880
2.40900000E+00,0.59003470,0.00467267,0.00031688,0.47239890,0.00009548,0.02220791,0.02710966,0.62897850,0.21447790
2.41000000E+00,0.58961260,0.00466130,0.00031606,0.47176920,0.00009525,0.02215795,0.02704696,0.62878000,0.21404770
2.41100000E+00,0.58918970,0.00464997,0.00031523,0.47113970,0.00009502,0.02210812,0.02698443,0.62858010,0.21361840
2.41200000E+00,0.58876590,0.00463867,0.00031441,0.47051050,0.00009479,0.02205842,0.02692206,0.62837870,0.21318990
2.41300000E+00,0.58834140,0.00462739,0.00031359,0.46988150,0.00009456,0.02200885,0.02685985,0.62817580,0.21276220
2.41400000E+00,0.58791590,0.00461615,0.00031278,0.46925280,0.00009433,0.02195940,0.02679781,0.62797140,0.21233530
2.41500000E+00,0.58748970,0.00460494,0.00031196,0.46862430,0.00009411,0.02191008,0.02673592,0.62776550,0.21190920
2.41600000E+00,0.58706260,0.00459376,0.00031115,0.46799610,0.00009388,0.02186088,0.02667420,0.62755810,0.21148390
2.41700000E+00,0.58663480,0.00458262,0.00031034,0.46736810,0.00009365,0.02181181,0.02661264,0.62734920,0.21105930
2.41800000E+00,0.58620610,0.00457150,0.00030954,0.46674030,0.00009342,0.02176287,0.02655124,0.62713890,0.21063560
2.41900000E+00,0.58577660,0.00456041,0.00030873,0.46611290,0.00009320,0.02171404,0.02649000,0.62692700,0.21021270
2.42000000E+00,0.58534630,0.00454936,0.00030793,0.46548570,0.00009297,0.02166535,0.02642893,0.62671370,0.20979050
2.42100000E+00,0.58491520,0.00453833,0.00030713,0.46485870,0.00009275,0.02161678,0.02636801,0.62649900,0.20936920
2.42200000E+00,0.58448330,0.00452734,0.00030634,0.46423200,0.00009253,0.02156833,0.02630724,0.62628280,0.20894860
2.42300000E+00,0.58405060,0.00451638,0.00030554,0.46360560,0.00009230,0.02152000,0.02624664,0.62606510,0.20852880
2.42400000E+00,0.58361720,0.00450544,0.00030475,0.46297950,0.00009208,0.02147180,0.02618620,0.62584590,0.20810980
2.42500000E+00,0.58318290,0.00449454,0.00030396,0.46235360,0.00009186,0.02142373,0.02612591,0.62562540,0.20769160
2.42600000E+00,0.58274790,0.00448366,0.00030317,0.46172800,0.00009164,0.02137577,0.02606578,0.62540330,0.20727420
2.42700000E+00,0.58231210,0.00447282,0.00030238,0.46110260,0.00009142,0.02132794,0.02600581,0.62517990,0.20685760
2.42800000E+00,0.58187560,0.00446201,0.00030160,0.46047760,0.00009119,0.02128022,0.02594599,0.62495500,0.20644180
2.42900000E+00,0.58143830,0.00445122,0.00030082,0.45985280,0.00009098,0.02123263,0.02588633,0.62472860,0.20602670
2.43000000E+00,0.58100020,0.00444047,0.00030004,0.45922830,0.00009076,0.02118516,0.02582683,0.62450090,0.20561240
2.43100000E+00,0.58056130,0.00442974,0.00029927,0.45860420,0.00009054,0.02113781,0.02576748,0.62427170,0.20519890
2.43200000E+00,0.58012170,0.00441905,0.00029849,0.45798020,0.00009032,0.02109058,0.02570828,0.62404110,0.20478620
2.43300000E+00,0.57968140,0.00440838,0.00029772,0.45735660,0.00009010,0.02104348,0.02564924,0.62380900,0.20437420
2.43400000E+00,0.57924030,0.00439775,0.00029695,0.45673330,0.00008989,0.02099649,0.02559035,0.62357560,0.20396310
2.43500000E+00,0.57879850,0.00438714,0.00029618,0.45611030,0.00008967,0.02094962,0.02553161,0.62334070,0.20355270
2.43600000E+00,0.57835590,0.00437657,0.00029542,0.45548750,0.00008945,0.02090287,0.02547303,0.62310450,0.20314310
2.43700000E+00,0.57791260,0.00436602,0.00029466,0.45486510,0.00008924,0.02085624,0.02541460,0.62286680,0.20273420
2.43800000E+00,0.57746860,0.00435550,0.00029390,0.45424300,0.00008903,0.02080972,0.02535632,0.62262780,0.20232610
2.43900000E+00,0.57702390,0.00434501,0.00029314,0.45362120,0.00008881,0.02076333,0.02529819,0.62238740,0.20191880
2.44000000E+00,0.57657840,0.00433455,0.00029238,0.45299960,0.00008860,0.02071705,0.02524022,0.62214550,0.20151230
2.44100000E+00,0.57613220,0.00432411,0.00029163,0.45237840,0.00008839,0.02067089,0.02518239,0.62190230,0.20110650
2.44200000E+00,0.57568540,0.00431371,0.00029088,0.45175750,0.00008817,0.02062485,0.02512471,0.62165780,0.20070160
2.44300000E+00,0.57523780,0.00430333,0.00029013,0.45113700,0.00008796,0.02057892,0.02506719,0.62141180,0.20029730
2.44400000E+00,0.57478950,0.00429299,0.00028938,0.45051670,0.00008775,0.02053311,0.02500981,0.62116450,0.19989390
2.44500000E+00,0.57434050,0.00428267,0.00028863,0.44989670,0.00008754,0.02048742,0.02495258,0.62091580,0.19949120
2.44600000E+00,0.57389080,0.00427238,0.00028789,0.44927710,0.00008733,0.02044184,0.02489550,0.62066570,0.19908930
2.44700000E+00,0.57344040,0.00426212,0.00028715,0.44865780,0.00008712,0.02039638,0.02483857,0.62041430,0.19868810
2.44800000E+00,0.57298940,0.00425188,0.00028641,0.44803880,0.00008691,0.02035103,0.02478179,0.62016150,0.19828770
2.44900000E+00,0.57253760,0.00424168,0.00028568,0.44742020,0.00008671,0.02030580,0.02472515,0.61990740,0.19788800
2.45000000E+00,0.57208520,0.00423150,0.00028494,0.44680180,0.00008650,0.02026068,0.02466866,0.61965200,0.19748920
2.45100000E+00,0.57163210,0.00422135,0.00028421,0.44618380,0.00008629,0.02021568,0.02461232,0.61939520,0.19709100
2.45200000E+00,0.57117830,0.00421122,0.00028348,0.44556620,0.00008609,0.02017079,0.02455612,0.61913700,0.19669370
2.45300000E+00,0.57072390,0.00420113,0.00028275,0.44494890,0.00008588,0.02012601,0.02450007,0.61887760,0.19629710
2.45400000E+00,0.57026880,0.00419106,0.00028202,0.44433190,0.00008567,0.02008135,0.02444416,0.61861680,0.19590120
2.45500000E+00,0.56981300,0.00418102,0.00028130,0.44371520,0.00008547,0.02003680,0.02438840,0.61835460,0.19550610
2.45600000E+00,0.56935660,0.00417101,0.00028058,0.44309890,0.00008527,0.01999236,0.02433278,0.61809120,0.19511180
2.45700000E+00,0.56889950,0.00416103,0.00027986,0.44248290,0.00008506,0.01994803,0.02427730,0.61782640,0.19471820
2.45800000E+00,0.56844180,0.00415107,0.00027914,0.44186730,0.00008486,0.01990382,0.02422197,0.61756040,0.19432530
2.45900000E+00,0.56798350,0.00414114,0.00027843,0.44125200,0.00008466,0.01985972,0.02416678,0.61729300,0.19393320
2.46000000E+00,0.56752450,0.00413124,0.00027771,0.44063710,0.00008445,0.01981572,0.02411174,0.61702430,0.19354190
2.46100000E+00,0.56706490,0.00412136,0.00027700,0.44002250,0.00008425,0.01977185,0.02405683,0.61675430,0.19315130
2.46200000E+00,0.56660460,0.00411151,0.00027629,0.43940830,0.00008405,0.01972808,0.02400207,0.61648310,0.19276140
2.46300000E+00,0.56614370,0.00410169,0.00027559,0.43879450,0.00008385,0.01968442,0.02394745,0.61621050,0.19237230
2.46400000E+00,0.56568220,0.00409189,0.00027488,0.43818100,0.00008365,0.01964087,0.02389297,0.61593670,0.19198400
2.46500000E+00,0.56522010,0.00408213,0.00027418,0.43756780,0.00008345,0.01959743,0.02383863,0.61566150,0.19159630
2.46600000E+00,0.56475740,0.00407238,0.00027348,0.43695500,0.00008325,0.01955410,0.02378443,0.61538510,0.19120950
2.46700000E+00,0.56429400,0.00406267,0.00027278,0.43634260,0.00008306,0.01951088,0.02373037,0.61510740,0.19082330
2.46800000E+00,0.56383010,0.00405298,0.00027208,0.43573050,0.00008286,0.01946777,0.02367646,0.61482850,0.19043790
2.46900000E+00,0.56336550,0.00404332,0.00027139,0.43511890,0.00008266,0.01942477,0.02362267,0.61454830,0.19005330
2.47000000E+00,0.56290030,0.00403368,0.00027069,0.43450750,0.00008247,0.01938187,0.02356903,0.61426680,0.18966940
2.47100000E+00,0.56243460,0.00402407,0.00027000,0.43389660,0.00008227,0.01933909,0.02351553,0.61398410,0.18928620
2.47200000E+00,0.56196820,0.00401449,0.00026931,0.43328600,0.00008207,0.01929641,0.02346216,0.61370010,0.18890370
2.47300000E+00,0.56150130,0.00400493,0.00026863,0.43267580,0.00008188,0.01925384,0.02340894,0.61341480,0.18852200
2.47400000E+00,0.56103380,0.00399540,0.00026794,0.43206600,0.00008168,0.01921137,0.02335584,0.61312830,0.18814110
2.47500000E+00,0.56056570,0.00398589,0.00026726,0.43145650,0.00008149,0.01916901,0.02330289,0.61284060,0.18776080
2.47600000E+00,0.56009700,0.00397641,0.00026658,0.43084750,0.00008130,0.01912676,0.02325007,0.61255170,0.18738130
2.47700000E+00,0.55962780,0.00396696,0.00026590,0.43023880,0.00008110,0.01908462,0.02319739,0.61226150,0.18700250
